Id,Category
1061,1
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,1
1069,1
1070,1
1071,1
1072,0
1073,0
1074,0
1075,0
1076,1
1077,1
1078,1
1079,1
1080,0
1081,1
1082,0
1083,0
1084,0
1085,0
1086,1
1087,1
1088,1
1089,0
1090,1
1091,1
1092,0
1093,1
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,1
1103,1
1104,0
1105,0
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,0
1113,0
1114,0
1115,0
1116,1
1117,1
1118,0
1119,0
1120,1
1121,0
1122,0
1123,0
1124,1
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,0
1132,1
1133,1
1134,0
1135,1
1136,1
1137,0
1138,1
1139,0
1140,0
1141,0
1142,1
1143,1
1144,0
1145,1
1146,0
1147,0
1148,1
1149,1
1150,0
1151,1
1152,0
1153,1
1154,0
1155,1
1156,1
1157,0
1158,1
1159,1
1160,1
1161,0
1162,1
1163,1
1164,1
1165,0
1166,1
1167,0
1168,0
1169,1
1170,1
1171,0
1172,1
1173,0
1174,0
1175,0
1176,1
1177,0
1178,0
1179,1
1180,1
1181,0
1182,0
1183,0
1184,0
1185,1
1186,1
1187,1
1188,0
1189,1
1190,1
1191,0
1192,1
1193,0
1194,1
1195,1
1196,0
1197,0
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,1
1206,0
1207,0
1208,1
1209,1
1210,0
1211,1
1212,1
1213,0
1214,1
1215,0
1216,1
1217,0
1218,0
1219,0
1220,1
1221,0
1222,0
1223,0
1224,1
1225,0
1226,1
1227,0
1228,1
1229,0
1230,0
1231,1
1232,0
1233,1
1234,1
1235,1
1236,1
1237,1
1238,1
1239,0
1240,0
1241,1
1242,0
1243,0
1244,0
1245,1
1246,0
1247,1
1248,1
1249,0
1250,1
1251,1
1252,0
1253,0
1254,0
1255,1
1256,0
1257,1
1258,0
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,1
1273,1
1274,1
1275,1
1276,0
1277,0
1278,0
1279,1
1280,1
1281,1
1282,1
1283,1
1284,0
1285,0
1286,1
1287,0
1288,0
1289,1
1290,1
1291,1
1292,0
1293,1
1294,1
1295,0
1296,1
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,0
1311,1
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,1
1319,1
1320,0
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,0
1331,1
1332,0
1333,0
1334,1
1335,0
1336,0
1337,1
1338,1
1339,1
1340,1
1341,0
1342,0
1343,1
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,1
1352,1
1353,1
1354,0
1355,1
1356,1
1357,1
1358,1
1359,0
1360,0
1361,1
1362,0
1363,0
1364,0
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,0
1374,1
1375,1
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,1
1384,1
1385,0
1386,0
1387,1
1388,1
1389,0
1390,1
1391,1
1392,0
1393,0
1394,1
1395,0
1396,1
1397,0
1398,0
1399,1
1400,1
1401,1
1402,0
1403,0
1404,0
1405,1
1406,0
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,1
1414,1
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,1
1422,1
1423,1
1424,1
1425,0
1426,0
1427,1
1428,1
1429,1
1430,0
1431,1
1432,0
1433,0
1434,0
1435,1
1436,0
1437,1
1438,0
1439,0
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,1
1450,1
1451,0
1452,1
1453,0
1454,1
1455,1
1456,0
1457,1
1458,0
1459,1
1460,1
1461,1
1462,1
1463,0
1464,0
1465,0
1466,1
1467,0
1468,0
1469,1
1470,1
1471,1
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,0
1482,0
1483,1
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,1
1491,1
1492,1
1493,0
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,0
1501,1
1502,1
1503,0
1504,1
1505,0
1506,0
1507,1
1508,1
1509,1
1510,1
1511,0
1512,1
1513,1
1514,0
1515,0
1516,0
1517,0
1518,1
1519,0
1520,1
1521,1
1522,1
1523,1
1524,1
1525,0
1526,0
1527,1
1528,0
1529,1
1530,1
1531,1
1532,0
1533,1
1534,0
1535,0
1536,0
1537,1
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,1
1545,0
1546,0
1547,0
1548,0
1549,1
1550,1
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,1
1562,1
1563,0
1564,0
1565,1
1566,1
1567,0
1568,0
1569,1
1570,1
1571,1
1572,1
1573,0
1574,1
1575,1
1576,1
1577,0
1578,1
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,1
1586,1
1587,0
1588,0
1589,1
1590,1
1591,0
1592,1
1593,0
1594,1
1595,1
1596,0
1597,0
1598,1
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,1
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,0
1616,1
1617,0
1618,1
1619,0
1620,1
1621,0
1622,1
1623,0
1624,0
1625,1
1626,1
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,1
1634,0
1635,0
1636,1
1637,0
1638,1
1639,0
1640,0
1641,0
1642,1
1643,1
1644,0
1645,1
1646,1
1647,1
1648,1
1649,1
1650,0
1651,1
1652,0
1653,1
1654,0
1655,1
1656,1
1657,1
1658,0
1659,1
1660,1
1661,0
1662,1
1663,0
1664,0
1665,1
1666,0
1667,0
1668,1
1669,1
1670,1
1671,0
1672,0
1673,0
1674,1
1675,0
1676,1
1677,1
1678,1
1679,0
1680,1
1681,1
1682,0
1683,0
1684,1
1685,0
1686,1
1687,1
1688,1
1689,1
1690,0
1691,0
1692,1
1693,0
1694,0
1695,1
1696,0
1697,1
1698,1
1699,0
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,0
1707,0
1708,1
1709,0
1710,0
1711,0
1712,0
1713,0
1714,1
1715,0
1716,1
1717,1
1718,0
1719,0
1720,1
1721,0
1722,0
1723,1
1724,0
1725,1
1726,0
1727,1
1728,0
1729,1
1730,1
1731,0
1732,1
1733,1
1734,1
1735,1
1736,1
1737,0
1738,1
1739,0
1740,1
1741,1
1742,1
1743,0
1744,0
1745,1
1746,0
1747,1
1748,1
1749,1
1750,0
1751,0
1752,1
1753,0
1754,0
1755,0
1756,0
1757,1
1758,1
1759,0
1760,0
1761,0
1762,0
1763,0
1764,1
1765,0
1766,1
1767,1
1768,1
1769,0
1770,1
1771,0
1772,1
1773,0
1774,1
1775,0
1776,1
1777,1
1778,0
1779,0
1780,0
1781,1
1782,0
1783,1
1784,1
1785,0
1786,0
1787,1
1788,0
1789,1
1790,1
1791,0
1792,0
1793,0
1794,0
1795,0
1796,1
1797,1
1798,0
1799,1
1800,0
1801,0
1802,1
1803,1
1804,1
1805,0
1806,0
1807,1
1808,0
1809,1
1810,1
1811,0
1812,1
1813,0
1814,0
1815,1
1816,0
1817,0
1818,0
1819,0
1820,1
1821,0
1822,1
1823,1
1824,0
1825,0
1826,1
1827,1
1828,1
1829,0
1830,0
1831,1
1832,1
1833,0
1834,1
1835,0
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,0
1849,0
1850,0
1851,1
1852,1
1853,1
1854,0
1855,0
1856,0
1857,0
1858,1
1859,1
1860,1
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,1
1870,1
1871,0
1872,0
1873,1
1874,1
1875,1
1876,1
1877,1
1878,0
1879,1
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,0
1887,0
1888,1
1889,1
1890,1
1891,1
1892,0
1893,0
1894,0
1895,1
1896,0
1897,1
1898,1
1899,0
1900,0
1901,0
1902,1
1903,0
1904,1
1905,0
1906,1
1907,1
1908,1
1909,1
1910,0
1911,1
1912,0
1913,1
1914,0
1915,1
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,1
1925,0
1926,0
1927,1
1928,1
1929,0
1930,1
1931,1
1932,1
1933,1
1934,0
1935,0
1936,1
1937,0
1938,1
1939,0
1940,0
1941,0
1942,1
1943,0
1944,1
1945,0
1946,0
1947,1
1948,1
1949,1
1950,1
1951,1
1952,0
1953,0
1954,0
1955,1
1956,1
1957,1
1958,0
1959,0
1960,0
1961,1
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,1
1970,1
1971,1
1972,1
1973,0
1974,0
1975,1
1976,0
1977,0
1978,0
1979,1
1980,1
1981,0
1982,0
1983,1
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,1
1991,1
1992,1
1993,0
1994,1
1995,1
1996,0
1997,0
1998,1
1999,1
2000,0
2001,1
2002,1
2003,0
2004,0
2005,0
2006,1
2007,0
2008,1
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
2020,0
2021,0
2022,0
2023,1
2024,1
2025,0
2026,0
2027,1
2028,0
2029,1
2030,0
2031,1
2032,1
2033,1
2034,0
2035,1
2036,0
2037,1
2038,0
2039,1
2040,1
2041,1
2042,0
2043,1
2044,1
2045,0
2046,1
2047,0
2048,0
2049,0
2050,0
2051,0
2052,1
2053,0
2054,1
2055,0
2056,0
2057,1
2058,0
2059,0
2060,1
2061,1
2062,0
2063,1
2064,1
2065,0
2066,0
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,1
2074,1
2075,0
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,1
2085,0
2086,1
2087,1
2088,1
2089,1
2090,0
2091,1
2092,0
2093,0
2094,0
2095,0
2096,1
2097,1
2098,1
2099,1
2100,1
2101,1
2102,1
2103,0
2104,0
2105,0
2106,1
2107,0
2108,1
2109,0
2110,0
2111,1
2112,0
2113,0
2114,1
2115,0
2116,1
2117,1
2118,0
2119,1
2120,0
2121,1
2122,1
2123,1
2124,1
2125,0
2126,0
2127,1
2128,0
2129,0
2130,1
2131,1
2132,1
2133,0
2134,1
2135,0
2136,1
2137,0
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,0
2145,0
2146,1
2147,0
2148,0
2149,1
2150,0
2151,0
2152,1
2153,1
2154,1
2155,0
2156,0
2157,1
2158,1
2159,0
2160,0
2161,1
2162,0
2163,0
2164,1
2165,1
2166,1
2167,1
2168,1
2169,0
2170,0
2171,0
2172,0
2173,1
2174,1
2175,1
2176,0
2177,1
2178,0
2179,1
2180,1
2181,1
2182,1
2183,1
2184,0
2185,1
2186,0
2187,1
2188,1
2189,1
2190,1
2191,0
2192,0
2193,1
2194,0
2195,1
2196,0
2197,1
2198,0
2199,1
2200,1
2201,1
2202,1
2203,0
2204,0
2205,1
2206,0
2207,0
2208,1
2209,1
2210,1
2211,0
2212,1
2213,0
2214,0
2215,1
2216,1
2217,0
2218,0
2219,1
2220,1
2221,1
2222,0
2223,0
2224,0
2225,1
2226,0
2227,0
2228,0
2229,0
2230,0
2231,1
2232,0
2233,1
2234,0
2235,1
2236,1
2237,0
2238,0
2239,0
2240,0
2241,1
2242,1
2243,0
2244,0
2245,0
2246,0
2247,0
2248,1
2249,1
2250,1
2251,1
2252,1
2253,1
2254,0
2255,1
2256,1
2257,1
2258,0
2259,0
2260,0
2261,1
2262,1
2263,1
2264,1
2265,1
2266,0
2267,1
2268,0
2269,0
2270,0
2271,0
2272,0
2273,1
2274,1
2275,0
2276,0
2277,0
2278,1
2279,1
2280,1
2281,1
2282,1
2283,0
2284,1
2285,1
2286,1
2287,0
2288,1
2289,0
2290,0
2291,0
2292,1
2293,0
2294,1
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,1
2302,0
2303,1
2304,1
2305,1
2306,0
2307,0
2308,1
2309,1
2310,1
2311,1
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,1
2319,0
2320,0
2321,0
2322,1
2323,0
2324,1
2325,1
2326,1
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,1
2334,0
2335,1
2336,1
2337,0
2338,1
2339,0
2340,0
2341,0
2342,1
2343,1
2344,1
2345,0
2346,0
2347,1
2348,1
2349,0
2350,1
2351,1
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,1
2370,1
2371,1
2372,0
2373,1
2374,0
2375,1
2376,1
2377,1
2378,1
2379,1
2380,0
2381,1
2382,1
2383,1
2384,0
2385,0
2386,0
2387,0
2388,1
2389,1
2390,1
2391,1
2392,1
2393,0
2394,0
2395,0
2396,1
2397,1
2398,0
2399,1
2400,1
2401,0
2402,1
2403,0
2404,0
2405,1
2406,0
2407,1
2408,1
2409,0
2410,0
2411,1
2412,0
2413,0
2414,0
2415,0
2416,1
2417,0
2418,1
2419,0
2420,1
2421,1
2422,0
2423,1
2424,1
2425,0
2426,0
2427,0
2428,0
2429,1
2430,0
2431,0
2432,1
2433,0
2434,0
2435,1
2436,0
2437,1
2438,0
2439,1
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,1
2453,0
2454,1
2455,0
2456,1
2457,1
2458,1
2459,1
2460,1
2461,0
2462,0
2463,0
2464,0
2465,1
2466,0
2467,1
2468,1
2469,1
2470,0
2471,1
2472,0
2473,1
2474,1
2475,0
2476,0
2477,0
2478,0
2479,0
2480,0
2481,0
2482,0
2483,0
2484,1
2485,1
2486,1
2487,1
2488,1
2489,0
2490,0
2491,0
2492,1
2493,0
2494,1
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,1
2503,0
2504,0
2505,0
2506,1
2507,0
2508,1
2509,1
2510,1
2511,0
2512,0
2513,0
2514,1
2515,1
2516,0
2517,0
2518,1
2519,1
2520,0
2521,0
2522,0
2523,0
2524,1
2525,1
2526,0
2527,1
2528,0
2529,1
2530,0
2531,0
2532,0
2533,0
2534,1
2535,0
2536,0
2537,0
2538,1
2539,1
2540,1
2541,0
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,1
2549,1
2550,1
2551,0
2552,0
2553,1
2554,1
2555,0
2556,0
2557,0
2558,0
2559,1
2560,0
2561,0
2562,0
2563,0
2564,1
2565,1
2566,0
2567,1
2568,1
2569,0
2570,0
2571,1
2572,1
2573,0
2574,0
2575,0
2576,0
2577,1
2578,0
2579,0
2580,0
2581,1
2582,1
2583,1
2584,1
2585,1
2586,1
2587,0
2588,1
2589,0
2590,0
2591,0
2592,1
2593,0
2594,0
2595,0
2596,0
2597,1
2598,1
2599,0
2600,0
2601,0
2602,0
2603,0
2604,1
2605,1
2606,0
2607,0
2608,1
2609,0
2610,0
2611,1
2612,0
2613,1
2614,1
2615,1
2616,1
2617,1
2618,1
2619,0
2620,0
2621,0
2622,0
2623,1
2624,0
2625,0
2626,1
2627,1
2628,0
2629,0
2630,1
2631,0
2632,1
2633,0
2634,1
2635,0
2636,0
2637,0
2638,1
2639,1
2640,0
2641,1
2642,0
2643,0
2644,1
2645,1
2646,1
2647,0
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,0
2656,1
2657,0
2658,1
2659,1
2660,1
2661,1
2662,0
2663,1
2664,0
2665,1
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,1
2675,1
2676,0
2677,0
2678,1
2679,1
2680,0
2681,1
2682,0
2683,0
2684,1
2685,1
2686,0
2687,0
2688,0
2689,1
2690,1
2691,1
2692,1
2693,0
2694,1
2695,0
2696,1
2697,1
2698,1
2699,1
2700,1
2701,1
2702,1
2703,1
2704,0
2705,0
2706,1
2707,0
2708,1
2709,1
2710,1
2711,1
2712,0
2713,1
2714,1
2715,0
2716,1
2717,1
2718,0
2719,1
2720,1
2721,0
2722,0
2723,1
2724,0
2725,1
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,0
2733,1
2734,1
2735,1
2736,1
2737,0
2738,1
2739,0
2740,0
2741,0
2742,0
2743,1
2744,1
2745,1
2746,0
2747,0
2748,1
2749,0
2750,0
2751,0
2752,1
2753,1
2754,1
2755,0
2756,1
2757,1
2758,0
2759,1
2760,0
2761,0
2762,1
2763,0
2764,0
2765,1
2766,1
2767,1
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,1
2775,0
2776,0
2777,1
2778,1
2779,1
2780,0
2781,0
2782,0
2783,1
2784,0
2785,1
2786,0
2787,1
2788,1
2789,1
2790,0
2791,0
2792,0
2793,1
2794,0
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,0
2802,1
2803,0
2804,0
2805,1
2806,1
2807,1
2808,0
2809,0
2810,1
2811,0
2812,0
2813,1
2814,0
2815,0
2816,1
2817,1
2818,1
2819,0
2820,1
2821,1
2822,1
2823,1
2824,1
2825,0
2826,0
2827,1
2828,1
2829,1
2830,1
2831,1
2832,1
2833,0
2834,0
2835,1
2836,1
2837,1
2838,1
2839,0
2840,1
2841,1
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,0
2849,0
2850,0
2851,0
2852,1
2853,1
2854,1
2855,0
2856,0
2857,0
2858,0
2859,1
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,1
2869,0
2870,1
2871,1
2872,0
2873,1
2874,1
2875,1
2876,1
2877,1
2878,1
2879,0
2880,1
2881,0
2882,0
2883,0
2884,1
2885,1
2886,1
2887,1
2888,1
2889,0
2890,1
2891,1
2892,1
2893,0
2894,0
2895,0
2896,1
2897,0
2898,1
2899,0
2900,1
2901,0
2902,0
2903,1
2904,1
2905,0
2906,1
2907,0
2908,1
2909,0
2910,0
2911,1
2912,0
2913,0
2914,0
2915,0
2916,1
2917,1
2918,0
2919,0
2920,0
2921,1
2922,1
2923,1
2924,0
2925,0
2926,0
2927,0
2928,1
2929,1
2930,1
2931,0
2932,1
2933,0
2934,1
2935,1
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,1
2943,0
2944,1
2945,0
2946,1
2947,0
2948,1
2949,0
2950,1
2951,0
2952,0
2953,1
2954,0
2955,0
2956,0
2957,1
2958,1
2959,0
2960,0
2961,0
2962,1
2963,0
2964,0
2965,0
2966,0
2967,0
2968,1
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,1
2977,1
2978,0
2979,1
2980,1
2981,1
2982,0
2983,1
2984,1
2985,0
2986,0
2987,1
2988,0
2989,0
2990,1
2991,0
2992,1
2993,1
2994,1
2995,0
2996,1
